player_id,session_at,duration_mins
P217,2026-04-14 17:03:35.564406,27
P217,2026-04-09 17:03:35.564406,33
P217,2026-04-14 17:03:35.564406,6
P217,2026-04-09 17:03:35.564406,52
P217,2026-04-16 17:03:35.564406,58
P217,2026-04-10 17:03:35.564406,58
P217,2026-04-15 17:03:35.564406,46
P217,2026-04-13 17:03:35.564406,7
P217,2026-04-12 17:03:35.564406,24
P217,2026-04-08 17:03:35.564406,15
P217,2026-04-05 17:03:35.564406,34
P217,2026-04-07 17:03:35.564406,42
P218,2026-04-07 17:03:35.564406,59
P218,2026-04-08 17:03:35.564406,48
P218,2026-04-15 17:03:35.564406,48
P218,2026-04-06 17:03:35.564406,41
P219,2026-04-04 17:03:35.564406,22
P219,2026-04-06 17:03:35.564406,28
P220,2026-04-16 17:03:35.564406,9
P220,2026-04-15 17:03:35.564406,34
P220,2026-04-15 17:03:35.564406,29
P220,2026-04-16 17:03:35.564406,14
P221,2026-03-31 17:03:35.564406,24
P221,2026-03-25 17:03:35.564406,53
P221,2026-04-11 17:03:35.564406,19
P222,2026-04-05 17:03:35.564406,55
P222,2026-04-04 17:03:35.564406,27
P222,2026-04-16 17:03:35.564406,59
P222,2026-04-16 17:03:35.564406,9
P222,2026-04-05 17:03:35.564406,56
P222,2026-04-17 17:03:35.564406,52
P223,2026-04-17 17:03:35.564406,8
P223,2026-04-17 17:03:35.564406,32
P223,2026-04-17 17:03:35.564406,30
P223,2026-04-14 17:03:35.564406,30
P223,2026-04-16 17:03:35.564406,23
P223,2026-04-14 17:03:35.564406,48
P223,2026-04-13 17:03:35.564406,29
P223,2026-04-17 17:03:35.564406,38
P223,2026-04-13 17:03:35.564406,24
P223,2026-04-14 17:03:35.564406,18
P223,2026-04-14 17:03:35.564406,52
P223,2026-04-17 17:03:35.564406,49
P223,2026-04-13 17:03:35.564406,17
P223,2026-04-13 17:03:35.564406,25
P224,2026-04-04 17:03:35.564406,15
P224,2026-04-08 17:03:35.564406,47
P224,2026-04-11 17:03:35.564406,21
P224,2026-04-05 17:03:35.564406,27
P224,2026-04-03 17:03:35.564406,7
P224,2026-04-16 17:03:35.564406,44
P225,2026-04-14 17:03:35.564406,53
P225,2026-04-13 17:03:35.564406,49
P225,2026-04-17 17:03:35.564406,33
P225,2026-04-15 17:03:35.564406,32
P225,2026-04-12 17:03:35.564406,33
P225,2026-04-13 17:03:35.564406,8
P225,2026-04-12 17:03:35.564406,50
P225,2026-04-14 17:03:35.564406,60
P226,2026-04-13 17:03:35.564406,27
P227,2026-03-26 17:03:35.564406,19
P227,2026-04-07 17:03:35.564406,27
P227,2026-03-30 17:03:35.564406,47
P227,2026-03-24 17:03:35.564406,6
P227,2026-04-14 17:03:35.564406,6
P227,2026-04-14 17:03:35.564406,49
P227,2026-04-08 17:03:35.564406,37
P227,2026-04-16 17:03:35.564406,30
P227,2026-04-08 17:03:35.564406,40
P227,2026-04-12 17:03:35.564406,51
P227,2026-04-03 17:03:35.564406,55
P227,2026-04-07 17:03:35.564406,35
P227,2026-04-12 17:03:35.564406,30
P227,2026-04-10 17:03:35.564406,35
P228,2026-04-14 17:03:35.564406,60
P228,2026-04-12 17:03:35.564406,27
P228,2026-04-13 17:03:35.564406,47
P228,2026-04-15 17:03:35.564406,46
P228,2026-04-16 17:03:35.564406,57
P228,2026-04-11 17:03:35.564406,32
P228,2026-04-16 17:03:35.564406,6
P228,2026-04-15 17:03:35.564406,43
P228,2026-04-16 17:03:35.564406,30
P229,2026-04-09 17:03:35.564406,30
P229,2026-04-04 17:03:35.564406,41
P229,2026-04-10 17:03:35.564406,16
P229,2026-04-17 17:03:35.564406,25
P229,2026-04-17 17:03:35.564406,27
P229,2026-04-03 17:03:35.564406,10
P229,2026-04-13 17:03:35.564406,17
P229,2026-04-13 17:03:35.564406,26
P229,2026-04-14 17:03:35.564406,29
P229,2026-04-03 17:03:35.564406,40
P230,2026-04-07 17:03:35.564406,25
P230,2026-04-17 17:03:35.564406,39
P230,2026-04-10 17:03:35.564406,17
P230,2026-04-15 17:03:35.564406,21
P230,2026-04-15 17:03:35.564406,6
P230,2026-04-05 17:03:35.564406,38
P230,2026-04-16 17:03:35.564406,27
P230,2026-04-09 17:03:35.564406,43
P230,2026-03-31 17:03:35.564406,38
P230,2026-04-04 17:03:35.564406,49
P230,2026-04-03 17:03:35.564406,55
P230,2026-04-02 17:03:35.564406,49
P231,2026-04-17 17:03:35.564406,41
P232,2026-04-17 17:03:35.564406,50
P232,2026-04-05 17:03:35.564406,15
P232,2026-04-08 17:03:35.564406,48
P232,2026-04-08 17:03:35.564406,19
P232,2026-04-11 17:03:35.564406,18
P232,2026-04-14 17:03:35.564406,23
P232,2026-04-12 17:03:35.564406,25
P232,2026-04-14 17:03:35.564406,5
P232,2026-04-13 17:03:35.564406,48
P232,2026-04-10 17:03:35.564406,54
P232,2026-04-16 17:03:35.564406,40
P232,2026-04-09 17:03:35.564406,49
P233,2026-04-01 17:03:35.564406,26
P233,2026-04-12 17:03:35.564406,6
P233,2026-03-31 17:03:35.564406,18
P233,2026-04-03 17:03:35.564406,30
P233,2026-04-10 17:03:35.564406,40
P233,2026-03-31 17:03:35.564406,59
P233,2026-04-10 17:03:35.564406,5
P233,2026-04-12 17:03:35.564406,49
P233,2026-04-02 17:03:35.564406,35
P233,2026-04-08 17:03:35.564406,8
P233,2026-03-30 17:03:35.564406,40
P233,2026-04-15 17:03:35.564406,9
P234,2026-04-08 17:03:35.564406,29
P234,2026-04-14 17:03:35.564406,31
P234,2026-04-09 17:03:35.564406,5
P234,2026-04-06 17:03:35.564406,43
P234,2026-04-13 17:03:35.564406,21
P234,2026-04-07 17:03:35.564406,46
P234,2026-04-17 17:03:35.564406,25
P234,2026-04-08 17:03:35.564406,15
P234,2026-04-04 17:03:35.564406,52
P234,2026-04-09 17:03:35.564406,49
P235,2026-04-07 17:03:35.564406,5
P235,2026-04-16 17:03:35.564406,14
P235,2026-04-07 17:03:35.564406,30
P235,2026-04-17 17:03:35.564406,6
P235,2026-04-13 17:03:35.564406,10
P235,2026-04-17 17:03:35.564406,37
P235,2026-04-14 17:03:35.564406,18
P236,2026-04-15 17:03:35.564406,39
P236,2026-04-14 17:03:35.564406,54
P236,2026-04-17 17:03:35.564406,17
P236,2026-04-15 17:03:35.564406,26
P236,2026-04-14 17:03:35.564406,34
P236,2026-04-15 17:03:35.564406,35
P236,2026-04-14 17:03:35.564406,28
P236,2026-04-16 17:03:35.564406,44
P236,2026-04-17 17:03:35.564406,28
P236,2026-04-16 17:03:35.564406,6
P236,2026-04-16 17:03:35.564406,56
P236,2026-04-16 17:03:35.564406,10
P237,2026-04-12 17:03:35.564406,59
P237,2026-04-12 17:03:35.564406,17
P237,2026-04-06 17:03:35.564406,42
P237,2026-04-10 17:03:35.564406,58
P237,2026-04-13 17:03:35.564406,31
P237,2026-04-13 17:03:35.564406,44
P237,2026-04-05 17:03:35.564406,10
P238,2026-04-04 17:03:35.564406,60
P238,2026-04-01 17:03:35.564406,38
P238,2026-03-20 17:03:35.564406,44
P238,2026-04-16 17:03:35.564406,11
P238,2026-04-16 17:03:35.564406,59
P238,2026-04-13 17:03:35.564406,33
P238,2026-04-11 17:03:35.564406,5
P238,2026-03-22 17:03:35.564406,56
P238,2026-04-16 17:03:35.564406,53
P238,2026-04-03 17:03:35.564406,56
P239,2026-04-17 17:03:35.564406,12
P239,2026-04-11 17:03:35.564406,40
P239,2026-04-15 17:03:35.564406,43
P239,2026-04-12 17:03:35.564406,5
P239,2026-03-30 17:03:35.564406,41
P239,2026-04-07 17:03:35.564406,17
P239,2026-04-05 17:03:35.564406,39
P240,2026-04-07 17:03:35.564406,55
P240,2026-04-17 17:03:35.564406,27
P240,2026-04-15 17:03:35.564406,21
P240,2026-04-14 17:03:35.564406,34
P240,2026-03-25 17:03:35.564406,54
P240,2026-04-03 17:03:35.564406,58
P240,2026-04-14 17:03:35.564406,33
P240,2026-04-09 17:03:35.564406,37
P240,2026-04-09 17:03:35.564406,39
P240,2026-03-23 17:03:35.564406,60
P240,2026-03-31 17:03:35.564406,6
P240,2026-04-03 17:03:35.564406,20
P240,2026-04-01 17:03:35.564406,24
P240,2026-03-29 17:03:35.564406,49
P240,2026-04-11 17:03:35.564406,14
P241,2026-04-14 17:03:35.564406,31
P241,2026-04-09 17:03:35.564406,12
P241,2026-04-13 17:03:35.564406,53
P241,2026-04-14 17:03:35.564406,38
P241,2026-04-13 17:03:35.564406,30
P241,2026-04-08 17:03:35.564406,40
P241,2026-04-02 17:03:35.564406,49
P241,2026-04-16 17:03:35.564406,41
P241,2026-04-14 17:03:35.564406,48
P241,2026-04-06 17:03:35.564406,44
P241,2026-04-12 17:03:35.564406,32
P241,2026-04-09 17:03:35.564406,30
P241,2026-04-16 17:03:35.564406,51
P241,2026-04-12 17:03:35.564406,58
P242,2026-04-15 17:03:35.564406,46
P242,2026-04-06 17:03:35.564406,38
P242,2026-04-08 17:03:35.564406,43
P242,2026-03-28 17:03:35.564406,14
P242,2026-04-08 17:03:35.564406,51
P242,2026-03-27 17:03:35.564406,35
P242,2026-03-31 17:03:35.564406,60
P242,2026-04-06 17:03:35.564406,31
P242,2026-03-25 17:03:35.564406,7
P243,2026-04-14 17:03:35.564406,33
P243,2026-03-26 17:03:35.564406,46
P243,2026-04-01 17:03:35.564406,7
P243,2026-04-07 17:03:35.564406,45
P243,2026-04-17 17:03:35.564406,17
P243,2026-04-06 17:03:35.564406,39
P243,2026-04-17 17:03:35.564406,11
P243,2026-04-01 17:03:35.564406,34
P243,2026-04-09 17:03:35.564406,17
P243,2026-03-30 17:03:35.564406,11
P243,2026-04-01 17:03:35.564406,17
P243,2026-04-12 17:03:35.564406,45
P243,2026-04-06 17:03:35.564406,49
P243,2026-04-05 17:03:35.564406,42
P243,2026-04-17 17:03:35.564406,5
P244,2026-04-10 17:03:35.564406,52
P244,2026-03-25 17:03:35.564406,15
P244,2026-03-26 17:03:35.564406,26
P244,2026-04-04 17:03:35.564406,34
P244,2026-04-15 17:03:35.564406,10
P244,2026-03-25 17:03:35.564406,16
P244,2026-03-25 17:03:35.564406,29
P244,2026-04-11 17:03:35.564406,48
P245,2026-03-31 17:03:35.564406,54
P246,2026-04-06 17:03:35.564406,44
P246,2026-04-10 17:03:35.564406,19
P246,2026-04-12 17:03:35.564406,51
P247,2026-03-29 17:03:35.564406,51
P247,2026-03-29 17:03:35.564406,30
P247,2026-03-21 17:03:35.564406,22
P247,2026-03-22 17:03:35.564406,43
P247,2026-04-15 17:03:35.564406,44
P248,2026-04-09 17:03:35.564406,13
P248,2026-04-07 17:03:35.564406,29
P248,2026-03-28 17:03:35.564406,25
P248,2026-04-13 17:03:35.564406,23
P248,2026-04-15 17:03:35.564406,55
P249,2026-04-13 17:03:35.564406,54
P249,2026-04-10 17:03:35.564406,10
P249,2026-04-07 17:03:35.564406,49
P249,2026-04-06 17:03:35.564406,39
P249,2026-04-11 17:03:35.564406,46
P249,2026-04-13 17:03:35.564406,53
P249,2026-04-14 17:03:35.564406,54
P249,2026-04-05 17:03:35.564406,10
P249,2026-04-17 17:03:35.564406,30
P249,2026-04-16 17:03:35.564406,27
P249,2026-04-11 17:03:35.564406,29
P249,2026-04-07 17:03:35.564406,38
P249,2026-04-09 17:03:35.564406,29
P249,2026-04-09 17:03:35.564406,28
P250,2026-04-17 17:03:35.564406,42
P250,2026-04-12 17:03:35.564406,11
P250,2026-04-15 17:03:35.564406,19
P250,2026-04-10 17:03:35.564406,9
P250,2026-04-10 17:03:35.564406,26
P250,2026-04-11 17:03:35.564406,50
P250,2026-04-14 17:03:35.564406,55
P250,2026-04-10 17:03:35.564406,46
P250,2026-04-09 17:03:35.564406,53
P250,2026-04-13 17:03:35.564406,52
P250,2026-04-17 17:03:35.564406,7
P250,2026-04-16 17:03:35.564406,45
P251,2026-04-07 17:03:35.564406,52
P251,2026-04-07 17:03:35.564406,17
P251,2026-04-09 17:03:35.564406,14
P251,2026-04-06 17:03:35.564406,19
P251,2026-04-07 17:03:35.564406,21
P251,2026-04-12 17:03:35.564406,59
P252,2026-04-15 17:03:35.564406,12
P252,2026-04-05 17:03:35.564406,60
P252,2026-04-12 17:03:35.564406,54
P252,2026-04-12 17:03:35.564406,57
P252,2026-04-07 17:03:35.564406,50
P252,2026-04-03 17:03:35.564406,57
P252,2026-04-02 17:03:35.564406,56
P252,2026-04-03 17:03:35.564406,12
P252,2026-04-04 17:03:35.564406,26
P252,2026-04-13 17:03:35.564406,12
P252,2026-04-16 17:03:35.564406,49
P252,2026-04-11 17:03:35.564406,55
P252,2026-04-09 17:03:35.564406,40
P253,2026-04-04 17:03:35.564406,60
P253,2026-04-15 17:03:35.564406,17
P253,2026-04-06 17:03:35.564406,12
P253,2026-03-26 17:03:35.564406,30
P253,2026-04-07 17:03:35.564406,21
P253,2026-04-16 17:03:35.564406,20
P253,2026-04-07 17:03:35.564406,23
P253,2026-04-16 17:03:35.564406,9
P255,2026-03-30 17:03:35.564406,55
P255,2026-04-09 17:03:35.564406,30
P255,2026-04-07 17:03:35.564406,26
P255,2026-04-11 17:03:35.564406,29
P255,2026-04-16 17:03:35.564406,37
P255,2026-04-05 17:03:35.564406,44
P255,2026-03-23 17:03:35.564406,34
P255,2026-04-03 17:03:35.564406,43
P255,2026-04-16 17:03:35.564406,56
P255,2026-04-17 17:03:35.564406,49
P255,2026-04-16 17:03:35.564406,59
P255,2026-04-05 17:03:35.564406,43
P255,2026-03-30 17:03:35.564406,41
P255,2026-04-17 17:03:35.564406,14
P255,2026-04-15 17:03:35.564406,44
P256,2026-04-17 17:03:35.564406,36
P257,2026-04-17 17:03:35.564406,26
P257,2026-04-15 17:03:35.564406,17
P257,2026-04-17 17:03:35.564406,31
P257,2026-04-15 17:03:35.564406,35
P257,2026-04-17 17:03:35.564406,34
P257,2026-04-17 17:03:35.564406,60
P257,2026-04-16 17:03:35.564406,40
P258,2026-04-15 17:03:35.564406,49
P258,2026-04-08 17:03:35.564406,10
P258,2026-04-10 17:03:35.564406,31
P258,2026-03-26 17:03:35.564406,11
P259,2026-04-14 17:03:35.564406,21
P259,2026-04-13 17:03:35.564406,52
P259,2026-04-11 17:03:35.564406,26
P259,2026-04-14 17:03:35.564406,26
P259,2026-04-17 17:03:35.564406,32
P259,2026-04-10 17:03:35.564406,35
P259,2026-04-15 17:03:35.564406,41
P259,2026-04-11 17:03:35.564406,14
P259,2026-04-12 17:03:35.564406,41
P259,2026-04-13 17:03:35.564406,47
P259,2026-04-13 17:03:35.564406,55
P260,2026-03-28 17:03:35.564406,33
P260,2026-04-05 17:03:35.564406,13
P260,2026-04-14 17:03:35.564406,33
P260,2026-03-24 17:03:35.564406,8
P261,2026-03-22 17:03:35.564406,47
P261,2026-03-23 17:03:35.564406,12
P261,2026-04-06 17:03:35.564406,6
P261,2026-03-27 17:03:35.564406,19
P261,2026-03-23 17:03:35.564406,13
P261,2026-04-11 17:03:35.564406,34
P261,2026-04-06 17:03:35.564406,18
P261,2026-04-13 17:03:35.564406,45
P261,2026-04-01 17:03:35.564406,37
P261,2026-04-14 17:03:35.564406,54
P262,2026-04-02 17:03:35.564406,54
P262,2026-04-09 17:03:35.564406,33
P262,2026-04-14 17:03:35.564406,51
P263,2026-04-12 17:03:35.564406,39
P263,2026-04-11 17:03:35.564406,51
P263,2026-04-11 17:03:35.564406,24
P264,2026-04-06 17:03:35.564406,40
P264,2026-04-03 17:03:35.564406,49
P264,2026-04-02 17:03:35.564406,29
P264,2026-04-09 17:03:35.564406,25
P264,2026-04-14 17:03:35.564406,52
P264,2026-04-01 17:03:35.564406,8
P264,2026-04-17 17:03:35.564406,56
P264,2026-04-15 17:03:35.564406,53
P264,2026-04-17 17:03:35.564406,19
P264,2026-04-04 17:03:35.564406,33
P264,2026-04-05 17:03:35.564406,59
P265,2026-04-10 17:03:35.564406,17
P265,2026-04-02 17:03:35.564406,14
P265,2026-03-26 17:03:35.564406,47
P265,2026-04-10 17:03:35.564406,55
P265,2026-03-30 17:03:35.564406,24
P265,2026-04-14 17:03:35.564406,41
P265,2026-04-14 17:03:35.564406,15
P265,2026-04-15 17:03:35.564406,14
P265,2026-03-23 17:03:35.564406,23
P265,2026-04-02 17:03:35.564406,12
P265,2026-03-26 17:03:35.564406,46
P265,2026-04-03 17:03:35.564406,42
P265,2026-04-17 17:03:35.564406,58
P265,2026-04-14 17:03:35.564406,38
P266,2026-04-17 17:03:35.564406,15
P267,2026-04-02 17:03:35.564406,32
P267,2026-04-08 17:03:35.564406,28
P267,2026-04-17 17:03:35.564406,51
P267,2026-03-30 17:03:35.564406,36
P267,2026-04-06 17:03:35.564406,58
P268,2026-04-12 17:03:35.564406,10
P268,2026-04-14 17:03:35.564406,51
P269,2026-04-16 17:03:35.564406,37
P269,2026-04-05 17:03:35.564406,33
P269,2026-03-23 17:03:35.564406,28
P269,2026-03-28 17:03:35.564406,50
P269,2026-03-31 17:03:35.564406,17
P269,2026-03-19 17:03:35.564406,56
P269,2026-03-23 17:03:35.564406,30
P269,2026-03-24 17:03:35.564406,7
P269,2026-04-10 17:03:35.564406,55
P269,2026-04-14 17:03:35.564406,32
P269,2026-03-22 17:03:35.564406,33
P269,2026-04-15 17:03:35.564406,13
P269,2026-04-07 17:03:35.564406,9
P270,2026-04-08 17:03:35.564406,45
P270,2026-04-14 17:03:35.564406,19
P270,2026-04-07 17:03:35.564406,6
P270,2026-04-13 17:03:35.564406,57
P270,2026-04-10 17:03:35.564406,55
P270,2026-04-09 17:03:35.564406,49
P270,2026-04-12 17:03:35.564406,44
P270,2026-04-10 17:03:35.564406,46
P270,2026-04-09 17:03:35.564406,14
P270,2026-04-17 17:03:35.564406,58
P270,2026-04-08 17:03:35.564406,17
P270,2026-04-10 17:03:35.564406,5
P270,2026-04-06 17:03:35.564406,6
P270,2026-04-06 17:03:35.564406,32
P271,2026-04-17 17:03:35.564406,32
P271,2026-04-12 17:03:35.564406,5
P271,2026-04-14 17:03:35.564406,24
P271,2026-04-13 17:03:35.564406,53
P271,2026-04-10 17:03:35.564406,30
P271,2026-04-12 17:03:35.564406,59
P272,2026-04-16 17:03:35.564406,26
P272,2026-04-16 17:03:35.564406,5
P272,2026-04-17 17:03:35.564406,33
P272,2026-04-16 17:03:35.564406,49
P273,2026-04-13 17:03:35.564406,10
P273,2026-04-17 17:03:35.564406,48
P273,2026-04-12 17:03:35.564406,50
P273,2026-04-13 17:03:35.564406,46
P273,2026-04-15 17:03:35.564406,21
P273,2026-04-12 17:03:35.564406,57
P273,2026-04-11 17:03:35.564406,29
P273,2026-04-17 17:03:35.564406,21
P273,2026-04-10 17:03:35.564406,60
P273,2026-04-09 17:03:35.564406,14
P273,2026-04-12 17:03:35.564406,51
P274,2026-04-03 17:03:35.564406,27
P274,2026-04-05 17:03:35.564406,34
P274,2026-04-06 17:03:35.564406,56
P274,2026-04-04 17:03:35.564406,40
P274,2026-04-05 17:03:35.564406,12
P274,2026-04-05 17:03:35.564406,54
P274,2026-04-14 17:03:35.564406,5
P274,2026-04-14 17:03:35.564406,30
P275,2026-04-13 17:03:35.564406,58
P275,2026-04-14 17:03:35.564406,8
P275,2026-04-04 17:03:35.564406,58
P275,2026-04-17 17:03:35.564406,54
P275,2026-03-26 17:03:35.564406,5
P275,2026-04-14 17:03:35.564406,43
P276,2026-04-15 17:03:35.564406,33
P276,2026-04-13 17:03:35.564406,35
P276,2026-04-13 17:03:35.564406,47
P276,2026-04-17 17:03:35.564406,21
P277,2026-04-09 17:03:35.564406,57
P277,2026-04-11 17:03:35.564406,52
P277,2026-04-13 17:03:35.564406,15
P277,2026-04-15 17:03:35.564406,39
P278,2026-04-08 17:03:35.564406,31
P278,2026-04-08 17:03:35.564406,53
P278,2026-04-17 17:03:35.564406,51
P278,2026-04-02 17:03:35.564406,54
P278,2026-04-01 17:03:35.564406,36
P278,2026-04-04 17:03:35.564406,5
P279,2026-04-14 17:03:35.564406,37
P279,2026-04-15 17:03:35.564406,26
P279,2026-04-15 17:03:35.564406,20
P279,2026-04-17 17:03:35.564406,9
P279,2026-04-14 17:03:35.564406,59
P279,2026-04-16 17:03:35.564406,36
P279,2026-04-17 17:03:35.564406,59
P279,2026-04-17 17:03:35.564406,54
P279,2026-04-16 17:03:35.564406,10
P279,2026-04-15 17:03:35.564406,8
P279,2026-04-16 17:03:35.564406,51
P279,2026-04-14 17:03:35.564406,37
P279,2026-04-17 17:03:35.564406,36
P279,2026-04-14 17:03:35.564406,31
P279,2026-04-16 17:03:35.564406,60
P280,2026-04-02 17:03:35.564406,34
P280,2026-04-12 17:03:35.564406,13
P280,2026-04-02 17:03:35.564406,49
P280,2026-03-28 17:03:35.564406,57
P280,2026-04-13 17:03:35.564406,27
P280,2026-03-29 17:03:35.564406,36
P281,2026-04-12 17:03:35.564406,52
P281,2026-04-04 17:03:35.564406,40
P281,2026-04-07 17:03:35.564406,32
P281,2026-04-01 17:03:35.564406,14
P281,2026-03-27 17:03:35.564406,28
P281,2026-04-09 17:03:35.564406,54
P281,2026-03-31 17:03:35.564406,58
P281,2026-04-05 17:03:35.564406,53
P281,2026-03-30 17:03:35.564406,14
P281,2026-04-17 17:03:35.564406,40
P281,2026-04-03 17:03:35.564406,50
P281,2026-04-06 17:03:35.564406,10
P281,2026-04-04 17:03:35.564406,56
P281,2026-03-28 17:03:35.564406,46
P282,2026-04-17 17:03:35.564406,29
P282,2026-04-15 17:03:35.564406,42
P282,2026-04-12 17:03:35.564406,17
P282,2026-04-15 17:03:35.564406,21
P282,2026-04-11 17:03:35.564406,23
P283,2026-04-04 17:03:35.564406,46
P283,2026-04-13 17:03:35.564406,52
P283,2026-04-07 17:03:35.564406,60
P284,2026-04-17 17:03:35.564406,51
P284,2026-04-10 17:03:35.564406,35
P284,2026-04-12 17:03:35.564406,32
P284,2026-04-12 17:03:35.564406,38
P284,2026-04-15 17:03:35.564406,23
P284,2026-04-11 17:03:35.564406,51
P284,2026-04-14 17:03:35.564406,17
P284,2026-04-14 17:03:35.564406,14
P284,2026-04-09 17:03:35.564406,16
P284,2026-04-14 17:03:35.564406,20
P284,2026-04-15 17:03:35.564406,55
P284,2026-04-10 17:03:35.564406,16
P284,2026-04-11 17:03:35.564406,46
P284,2026-04-12 17:03:35.564406,32
P285,2026-04-05 17:03:35.564406,21
P285,2026-04-15 17:03:35.564406,13
P285,2026-04-10 17:03:35.564406,42
P285,2026-04-02 17:03:35.564406,44
P285,2026-03-31 17:03:35.564406,47
P285,2026-04-12 17:03:35.564406,7
P285,2026-03-28 17:03:35.564406,46
P285,2026-04-10 17:03:35.564406,10
P285,2026-04-13 17:03:35.564406,49
P285,2026-03-26 17:03:35.564406,42
P286,2026-04-14 17:03:35.564406,16
P286,2026-04-13 17:03:35.564406,23
P286,2026-04-09 17:03:35.564406,18
P287,2026-04-13 17:03:35.564406,18
P287,2026-04-01 17:03:35.564406,44
P288,2026-04-10 17:03:35.564406,48
P288,2026-04-14 17:03:35.564406,42
P288,2026-04-06 17:03:35.564406,55
P288,2026-04-10 17:03:35.564406,20
P288,2026-04-07 17:03:35.564406,18
P288,2026-04-14 17:03:35.564406,52
P288,2026-04-10 17:03:35.564406,58
P288,2026-04-17 17:03:35.564406,42
P288,2026-04-10 17:03:35.564406,54
P288,2026-04-06 17:03:35.564406,35
P288,2026-04-10 17:03:35.564406,17
P288,2026-04-07 17:03:35.564406,39
P289,2026-04-12 17:03:35.564406,42
P289,2026-03-26 17:03:35.564406,37
P289,2026-03-29 17:03:35.564406,17
P289,2026-04-07 17:03:35.564406,38
P289,2026-03-29 17:03:35.564406,52
P289,2026-04-10 17:03:35.564406,52
P289,2026-04-17 17:03:35.564406,9
P289,2026-03-31 17:03:35.564406,43
P289,2026-04-02 17:03:35.564406,37
P289,2026-04-08 17:03:35.564406,37
P289,2026-03-30 17:03:35.564406,35
P289,2026-04-04 17:03:35.564406,31
P290,2026-04-13 17:03:35.564406,34
P290,2026-04-12 17:03:35.564406,35
P290,2026-04-09 17:03:35.564406,27
P291,2026-04-11 17:03:35.564406,22
P291,2026-04-13 17:03:35.564406,33
P291,2026-04-10 17:03:35.564406,35
P291,2026-04-16 17:03:35.564406,18
P292,2026-03-30 17:03:35.564406,50
P292,2026-04-14 17:03:35.564406,49
P292,2026-04-16 17:03:35.564406,34
P292,2026-04-06 17:03:35.564406,35
P292,2026-04-06 17:03:35.564406,42
P292,2026-03-26 17:03:35.564406,30
P292,2026-03-27 17:03:35.564406,16
P292,2026-03-26 17:03:35.564406,58
P292,2026-04-01 17:03:35.564406,50
P292,2026-04-14 17:03:35.564406,39
P292,2026-04-12 17:03:35.564406,46
P292,2026-04-05 17:03:35.564406,7
P293,2026-04-01 17:03:35.564406,16
P293,2026-03-26 17:03:35.564406,49
P293,2026-04-08 17:03:35.564406,53
P293,2026-04-03 17:03:35.564406,40
P293,2026-04-07 17:03:35.564406,18
P293,2026-03-28 17:03:35.564406,30
P293,2026-04-17 17:03:35.564406,27
P293,2026-04-03 17:03:35.564406,30
P293,2026-04-02 17:03:35.564406,40
P293,2026-03-29 17:03:35.564406,22
P293,2026-03-30 17:03:35.564406,55
P294,2026-04-10 17:03:35.564406,49
P294,2026-04-15 17:03:35.564406,21
P294,2026-04-14 17:03:35.564406,9
P294,2026-04-12 17:03:35.564406,29
P294,2026-04-07 17:03:35.564406,8
P294,2026-04-11 17:03:35.564406,37
P294,2026-04-07 17:03:35.564406,24
P294,2026-04-07 17:03:35.564406,57
P294,2026-04-11 17:03:35.564406,6
P294,2026-04-08 17:03:35.564406,26
P294,2026-04-08 17:03:35.564406,6
P294,2026-04-11 17:03:35.564406,20
P294,2026-04-10 17:03:35.564406,44
P294,2026-04-11 17:03:35.564406,30
P295,2026-04-17 17:03:35.564406,25
P295,2026-04-09 17:03:35.564406,56
P295,2026-04-14 17:03:35.564406,58
P296,2026-04-11 17:03:35.564406,49
P296,2026-04-10 17:03:35.564406,21
P296,2026-04-10 17:03:35.564406,19
P296,2026-04-14 17:03:35.564406,51
P296,2026-04-01 17:03:35.564406,56
P296,2026-04-15 17:03:35.564406,6
P296,2026-04-03 17:03:35.564406,52
P297,2026-04-03 17:03:35.564406,35
P297,2026-04-10 17:03:35.564406,38
P297,2026-04-02 17:03:35.564406,31
P298,2026-04-13 17:03:35.564406,38
P298,2026-04-13 17:03:35.564406,38
P298,2026-04-10 17:03:35.564406,52
P298,2026-04-04 17:03:35.564406,32
P298,2026-04-03 17:03:35.564406,35
P298,2026-04-11 17:03:35.564406,22
P298,2026-04-06 17:03:35.564406,40
P298,2026-04-15 17:03:35.564406,12
P298,2026-04-12 17:03:35.564406,20
P298,2026-04-05 17:03:35.564406,47
P298,2026-04-13 17:03:35.564406,25
P299,2026-04-14 17:03:35.564406,31
P299,2026-04-15 17:03:35.564406,16
P299,2026-04-13 17:03:35.564406,47
P299,2026-04-16 17:03:35.564406,21
P299,2026-04-14 17:03:35.564406,5
P299,2026-04-17 17:03:35.564406,6
P299,2026-04-16 17:03:35.564406,47
P299,2026-04-15 17:03:35.564406,34
P299,2026-04-15 17:03:35.564406,5
P299,2026-04-13 17:03:35.564406,12
P299,2026-04-16 17:03:35.564406,39
P299,2026-04-13 17:03:35.564406,22
P299,2026-04-14 17:03:35.564406,53
P299,2026-04-15 17:03:35.564406,10
P300,2026-04-15 17:03:35.564406,42
P300,2026-03-29 17:03:35.564406,14
P300,2026-03-28 17:03:35.564406,51
P300,2026-04-02 17:03:35.564406,53
P300,2026-04-15 17:03:35.564406,23
P300,2026-04-03 17:03:35.564406,32
P300,2026-04-04 17:03:35.564406,8
P300,2026-04-01 17:03:35.564406,6
P300,2026-03-29 17:03:35.564406,31
P300,2026-04-10 17:03:35.564406,7
